review_id,order_id,review_score,review_comment_message,review_creation_date,review_answer_timestamp
REV0332,ORD0332,1,auto,2026-07-04 16:04:35,2026-07-04 16:04:35
REV0333,ORD0333,4,auto,2026-07-05 16:04:35,2026-07-05 16:04:35
REV0334,ORD0334,2,auto,2026-07-05 16:04:35,2026-07-05 16:04:35
REV0335,ORD0335,2,auto,2026-07-06 16:04:35,2026-07-06 16:04:35
REV0336,ORD0336,3,auto,2026-07-06 16:04:35,2026-07-06 16:04:35
REV0337,ORD0337,4,auto,2026-07-06 16:04:35,2026-07-06 16:04:35
REV0338,ORD0338,5,auto,2026-07-07 16:04:35,2026-07-07 16:04:35
REV0339,ORD0339,1,auto,2026-07-07 16:04:35,2026-07-07 16:04:35
REV0340,ORD0340,5,auto,2026-07-07 16:04:35,2026-07-07 16:04:35
REV0341,ORD0341,5,auto,2026-07-07 16:04:35,2026-07-07 16:04:35
REV0342,ORD0342,4,auto,2026-07-07 16:04:35,2026-07-07 16:04:35
REV0343,ORD0343,5,auto,2026-07-07 16:04:35,2026-07-07 16:04:35
REV0344,ORD0344,1,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0345,ORD0345,3,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0346,ORD0346,5,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0347,ORD0347,5,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0348,ORD0348,4,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0349,ORD0349,3,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0350,ORD0350,3,auto,2026-07-08 16:04:35,2026-07-08 16:04:35
REV0351,ORD0351,5,auto,2026-07-09 16:04:35,2026-07-09 16:04:35
REV0352,ORD0352,4,auto,2026-07-09 16:04:35,2026-07-09 16:04:35
REV0353,ORD0353,1,auto,2026-07-09 16:04:35,2026-07-09 16:04:35
REV0354,ORD0354,4,auto,2026-07-09 16:04:35,2026-07-09 16:04:35
REV0355,ORD0355,2,auto,2026-07-09 16:04:35,2026-07-09 16:04:35
REV0356,ORD0356,2,auto,2026-07-09 16:04:35,2026-07-09 16:04:35
REV0357,ORD0357,5,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0358,ORD0358,5,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0359,ORD0359,4,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0360,ORD0360,3,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0361,ORD0361,4,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0362,ORD0362,3,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0363,ORD0363,1,auto,2026-07-10 16:04:35,2026-07-10 16:04:35
REV0364,ORD0364,3,auto,2026-07-11 16:04:35,2026-07-11 16:04:35
REV0365,ORD0365,2,auto,2026-07-11 16:04:35,2026-07-11 16:04:35
REV0366,ORD0366,5,auto,2026-07-11 16:04:35,2026-07-11 16:04:35
REV0367,ORD0367,3,auto,2026-07-11 16:04:35,2026-07-11 16:04:35
REV0368,ORD0368,3,auto,2026-07-11 16:04:35,2026-07-11 16:04:35
REV0369,ORD0369,3,auto,2026-07-11 16:04:35,2026-07-11 16:04:35
REV0370,ORD0370,3,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0371,ORD0371,3,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0372,ORD0372,1,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0373,ORD0373,1,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0374,ORD0374,3,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0375,ORD0375,4,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0376,ORD0376,2,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0377,ORD0377,2,auto,2026-07-12 16:04:35,2026-07-12 16:04:35
REV0378,ORD0378,5,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0379,ORD0379,4,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0380,ORD0380,1,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0381,ORD0381,3,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0382,ORD0382,1,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0383,ORD0383,1,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0384,ORD0384,1,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0385,ORD0385,5,auto,2026-07-13 16:04:35,2026-07-13 16:04:35
REV0386,ORD0386,5,auto,2026-07-14 16:04:35,2026-07-14 16:04:35
REV0387,ORD0387,1,auto,2026-07-14 16:04:35,2026-07-14 16:04:35
REV0388,ORD0388,2,auto,2026-07-14 16:04:35,2026-07-14 16:04:35
REV0389,ORD0389,2,auto,2026-07-14 16:04:35,2026-07-14 16:04:35
REV0390,ORD0390,2,auto,2026-07-14 16:04:35,2026-07-14 16:04:35
REV0391,ORD0391,4,auto,2026-07-15 16:04:35,2026-07-15 16:04:35
REV0392,ORD0392,3,auto,2026-07-16 16:04:35,2026-07-16 16:04:35
REV0393,ORD0393,2,auto,2026-07-16 16:04:35,2026-07-16 16:04:35
REV0394,ORD0394,4,auto,2026-07-16 16:04:35,2026-07-16 16:04:35
REV0395,ORD0395,1,auto,2026-07-16 16:04:35,2026-07-16 16:04:35
REV0396,ORD0396,5,auto,2026-07-16 16:04:35,2026-07-16 16:04:35
REV0397,ORD0397,1,auto,2026-07-16 16:04:35,2026-07-16 16:04:35
REV0398,ORD0398,1,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0399,ORD0399,4,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0400,ORD0400,1,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0401,ORD0401,5,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0402,ORD0402,1,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0403,ORD0403,5,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0404,ORD0404,4,auto,2026-07-17 16:04:35,2026-07-17 16:04:35
REV0405,ORD0405,1,auto,2026-07-18 16:04:35,2026-07-18 16:04:35
REV0406,ORD0406,3,auto,2026-07-18 16:04:35,2026-07-18 16:04:35
REV0407,ORD0407,2,auto,2026-07-18 16:04:35,2026-07-18 16:04:35
REV0408,ORD0408,2,auto,2026-07-18 16:04:35,2026-07-18 16:04:35
REV0409,ORD0409,3,auto,2026-07-19 16:04:35,2026-07-19 16:04:35
REV0410,ORD0410,2,auto,2026-07-19 16:04:35,2026-07-19 16:04:35
REV0411,ORD0411,3,auto,2026-07-19 16:04:35,2026-07-19 16:04:35
REV0412,ORD0412,3,auto,2026-07-19 16:04:35,2026-07-19 16:04:35
REV0413,ORD0413,4,auto,2026-07-19 16:04:35,2026-07-19 16:04:35
REV0414,ORD0414,4,auto,2026-07-20 16:04:35,2026-07-20 16:04:35
REV0415,ORD0415,3,auto,2026-07-20 16:04:35,2026-07-20 16:04:35
REV0416,ORD0416,5,auto,2026-07-20 16:04:35,2026-07-20 16:04:35
REV0417,ORD0417,1,auto,2026-07-21 16:04:35,2026-07-21 16:04:35
REV0418,ORD0418,2,auto,2026-07-21 16:04:35,2026-07-21 16:04:35
REV0419,ORD0419,2,auto,2026-07-21 16:04:35,2026-07-21 16:04:35
REV0420,ORD0420,4,auto,2026-07-21 16:04:35,2026-07-21 16:04:35
REV0421,ORD0421,2,auto,2026-07-21 16:04:35,2026-07-21 16:04:35
REV0422,ORD0422,1,auto,2026-07-22 16:04:35,2026-07-22 16:04:35
REV0423,ORD0423,4,auto,2026-07-23 16:04:35,2026-07-23 16:04:35
REV0424,ORD0424,3,auto,2026-07-24 16:04:35,2026-07-24 16:04:35
REV0425,ORD0425,3,auto,2026-07-24 16:04:35,2026-07-24 16:04:35
REV0426,ORD0426,1,auto,2026-07-24 16:04:35,2026-07-24 16:04:35
REV0427,ORD0427,5,auto,2026-07-24 16:04:35,2026-07-24 16:04:35
REV0428,ORD0428,1,auto,2026-07-24 16:04:35,2026-07-24 16:04:35
